"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"query_1",TRUE,1.36776070755943e-07,2898,349,90,0.257879656160458,0.031055900621118,"GO:0051716","GO:BP","cellular response to stimulus",21844,12983
"query_1",TRUE,2.15954094380798e-07,781,349,39,0.111747851002865,0.0499359795134443,"GO:0009314","GO:BP","response to radiation",21844,3304
"query_1",TRUE,2.21881286502305e-07,151,349,17,0.0487106017191977,0.112582781456954,"GO:0048511","GO:BP","rhythmic process",21844,11947
"query_1",TRUE,2.31944988296733e-07,64,349,12,0.0343839541547278,0.1875,"GO:0009644","GO:BP","response to high light intensity",21844,3405
"query_1",TRUE,3.02516083480866e-07,154,349,17,0.0487106017191977,0.11038961038961,"GO:0009642","GO:BP","response to light intensity",21844,3403
"query_1",TRUE,7.74658930372187e-07,644,349,34,0.0974212034383954,0.0527950310559006,"GO:0009266","GO:BP","response to temperature stimulus",21844,3275
"query_1",TRUE,1.66143678486208e-06,243,349,20,0.0573065902578797,0.0823045267489712,"GO:0009611","GO:BP","response to wounding",21844,3382
"query_1",TRUE,1.76440966877354e-06,5093,349,130,0.372492836676218,0.025525230708816,"GO:0050789","GO:BP","regulation of biological process",21844,12397
"query_1",TRUE,8.13377193372041e-06,5323,349,132,0.378223495702006,0.0247980462145407,"GO:0065007","GO:BP","biological regulation",21844,14784
"query_1",TRUE,8.68999891486306e-06,146,349,15,0.0429799426934097,0.102739726027397,"GO:0046148","GO:BP","pigment biosynthetic process",21844,11133
"query_1",TRUE,8.78086291163985e-06,323,349,22,0.0630372492836676,0.0681114551083591,"GO:0071215","GO:BP","cellular response to abscisic acid stimulus",21844,15343
"query_1",TRUE,8.78086291163985e-06,323,349,22,0.0630372492836676,0.0681114551083591,"GO:0097306","GO:BP","cellular response to alcohol",21844,17364
"query_1",TRUE,9.46552506344436e-06,2155,349,69,0.197707736389685,0.0320185614849188,"GO:2001141","GO:BP","regulation of RNA biosynthetic process",21844,24417
"query_1",TRUE,9.46552506344436e-06,2155,349,69,0.197707736389685,0.0320185614849188,"GO:0006355","GO:BP","regulation of DNA-templated transcription",21844,2024
"query_1",TRUE,1.49967533731577e-05,2226,349,70,0.200573065902579,0.0314465408805031,"GO:0051252","GO:BP","regulation of RNA metabolic process",21844,12701
"query_1",TRUE,1.52652885349335e-05,224,349,18,0.0515759312320917,0.0803571428571429,"GO:0071214","GO:BP","cellular response to abiotic stimulus",21844,15342
"query_1",TRUE,1.52652885349335e-05,224,349,18,0.0515759312320917,0.0803571428571429,"GO:0104004","GO:BP","cellular response to environmental stimulus",21844,17955
"query_1",TRUE,3.3343547679494e-05,185,349,16,0.0458452722063037,0.0864864864864865,"GO:0042440","GO:BP","pigment metabolic process",21844,9527
"query_1",TRUE,4.15987373254687e-05,4,349,4,0.0114613180515759,1,"GO:0009769","GO:BP","photosynthesis, light harvesting in photosystem II",21844,3505
"query_1",TRUE,4.77460289982139e-05,2339,349,71,0.203438395415473,0.0303548525010688,"GO:0006351","GO:BP","DNA-templated transcription",21844,2020
"query_1",TRUE,5.36622039955961e-05,2299,349,70,0.200573065902579,0.0304480208786429,"GO:0019219","GO:BP","regulation of nucleobase-containing compound metabolic process",21844,5274
"query_1",TRUE,5.53486860172124e-05,4672,349,117,0.335243553008596,0.0250428082191781,"GO:0050794","GO:BP","regulation of cellular process",21844,12401
"query_1",TRUE,6.5592743405924e-05,37,349,8,0.0229226361031519,0.216216216216216,"GO:0009765","GO:BP","photosynthesis, light harvesting",21844,3502
"query_1",TRUE,0.000109095026266175,1061,349,41,0.117478510028653,0.0386427898209237,"GO:0032870","GO:BP","cellular response to hormone stimulus",21844,7355
"query_1",TRUE,0.000111857592863178,1062,349,41,0.117478510028653,0.0386064030131827,"GO:0071495","GO:BP","cellular response to endogenous stimulus",21844,15590
"query_1",TRUE,0.000169018106360548,2853,349,80,0.229226361031519,0.0280406589554855,"GO:0009889","GO:BP","regulation of biosynthetic process",21844,3588
"query_1",TRUE,0.000250693755725066,2635,349,75,0.214899713467049,0.0284629981024668,"GO:0080090","GO:BP","regulation of primary metabolic process",21844,16617
"query_1",TRUE,0.000279472245063304,426,349,23,0.0659025787965616,0.0539906103286385,"GO:0006979","GO:BP","response to oxidative stress",21844,2471
"query_1",TRUE,0.000358445244218662,605,349,28,0.0802292263610315,0.0462809917355372,"GO:0071396","GO:BP","cellular response to lipid",21844,15512
"query_1",TRUE,0.000608313617632339,6,349,4,0.0114613180515759,0.666666666666667,"GO:2000143","GO:BP","negative regulation of DNA-templated transcription initiation",21844,23632
"query_1",TRUE,0.000633145391956048,773,349,32,0.0916905444126074,0.0413971539456662,"GO:1901701","GO:BP","cellular response to oxygen-containing compound",21844,20238
"query_1",TRUE,0.000726442804997596,16366,349,298,0.853868194842407,0.0182084809971893,"GO:0009987","GO:BP","cellular process",21844,3649
"query_1",TRUE,0.000946954531768138,182,349,14,0.0401146131805158,0.0769230769230769,"GO:0042594","GO:BP","response to starvation",21844,9600
"query_1",TRUE,0.00129970824936968,3153,349,83,0.237822349570201,0.0263241357437361,"GO:0019222","GO:BP","regulation of metabolic process",21844,5276
"query_1",TRUE,0.00140147878367309,7,349,4,0.0114613180515759,0.571428571428571,"GO:0010438","GO:BP","cellular response to sulfur starvation",21844,3952
"query_1",TRUE,0.00197403228545686,75,349,9,0.0257879656160458,0.12,"GO:0009813","GO:BP","flavonoid biosynthetic process",21844,3536
"query_1",TRUE,0.00203247592001605,281,349,17,0.0487106017191977,0.0604982206405694,"GO:0015979","GO:BP","photosynthesis",21844,4817
"query_1",TRUE,0.00244441708391237,381,349,20,0.0573065902578797,0.05249343832021,"GO:2000026","GO:BP","regulation of multicellular organismal development",21844,23538
"query_1",TRUE,0.00254574012693281,317,349,18,0.0515759312320917,0.056782334384858,"GO:0009636","GO:BP","response to toxic substance",21844,3397
"query_1",TRUE,0.00262589023677908,3,349,3,0.00859598853868195,1,"GO:0042754","GO:BP","negative regulation of circadian rhythm",21844,9693
"query_1",TRUE,0.00262589023677908,3,349,3,0.00859598853868195,1,"GO:0019379","GO:BP","sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",21844,5398
"query_1",TRUE,0.0031287979963084,230,349,15,0.0429799426934097,0.0652173913043478,"GO:0031667","GO:BP","response to nutrient levels",21844,6808
"query_1",TRUE,0.00320020208590254,999,349,36,0.103151862464183,0.036036036036036,"GO:0009755","GO:BP","hormone-mediated signaling pathway",21844,3492
"query_1",TRUE,0.00339533149347542,292,349,17,0.0487106017191977,0.0582191780821918,"GO:0009738","GO:BP","abscisic acid-activated signaling pathway",21844,3475
"query_1",TRUE,0.00347109757141636,17,349,5,0.0143266475644699,0.294117647058824,"GO:0009269","GO:BP","response to desiccation",21844,3278
"query_1",TRUE,0.00347109757141636,17,349,5,0.0143266475644699,0.294117647058824,"GO:2000142","GO:BP","regulation of DNA-templated transcription initiation",21844,23631
"query_1",TRUE,0.00391451487719941,103,349,10,0.0286532951289398,0.0970873786407767,"GO:0006778","GO:BP","porphyrin-containing compound metabolic process",21844,2336
"query_1",TRUE,0.00465379224897816,105,349,10,0.0286532951289398,0.0952380952380952,"GO:0033013","GO:BP","tetrapyrrole metabolic process",21844,7463
"query_1",TRUE,0.00578215643759344,242,349,15,0.0429799426934097,0.0619834710743802,"GO:0009639","GO:BP","response to red or far red light",21844,3400
"query_1",TRUE,0.00598815518526697,108,349,10,0.0286532951289398,0.0925925925925926,"GO:0010119","GO:BP","regulation of stomatal movement",21844,3764
"query_1",TRUE,0.0060778194524303,158,349,12,0.0343839541547278,0.0759493670886076,"GO:0031669","GO:BP","cellular response to nutrient levels",21844,6809
"query_1",TRUE,0.00649513652812367,407,349,20,0.0573065902578797,0.0491400491400491,"GO:0048366","GO:BP","leaf development",21844,11852
"query_1",TRUE,0.00809470535143526,10,349,4,0.0114613180515759,0.4,"GO:0009768","GO:BP","photosynthesis, light harvesting in photosystem I",21844,3504
"query_1",TRUE,0.00899860760620227,90,349,9,0.0257879656160458,0.1,"GO:0015994","GO:BP","chlorophyll metabolic process",21844,4824
"query_1",TRUE,0.00900545678651282,192,349,13,0.0372492836676218,0.0677083333333333,"GO:0009658","GO:BP","chloroplast organization",21844,3416
"query_1",TRUE,0.01001519881331,2707,349,71,0.203438395415473,0.0262282970077577,"GO:0010468","GO:BP","regulation of gene expression",21844,3977
"query_1",TRUE,0.0103787647351399,4,349,3,0.00859598853868195,0.75,"GO:0071492","GO:BP","cellular response to UV-A",21844,15587
"query_1",TRUE,0.0103787647351399,4,349,3,0.00859598853868195,0.75,"GO:0070141","GO:BP","response to UV-A",21844,14829
"query_1",TRUE,0.0126897030078666,143,349,11,0.0315186246418338,0.0769230769230769,"GO:0009267","GO:BP","cellular response to starvation",21844,3276
"query_1",TRUE,0.0128157829211863,94,349,9,0.0257879656160458,0.0957446808510638,"GO:0009812","GO:BP","flavonoid metabolic process",21844,3535
"query_1",TRUE,0.0141350118887343,261,349,15,0.0429799426934097,0.0574712643678161,"GO:0009657","GO:BP","plastid organization",21844,3415
"query_1",TRUE,0.0147628738072046,231,349,14,0.0401146131805158,0.0606060606060606,"GO:0009753","GO:BP","response to jasmonic acid",21844,3490
"query_1",TRUE,0.0148187702708125,2739,349,71,0.203438395415473,0.0259218692953633,"GO:0010556","GO:BP","regulation of macromolecule biosynthetic process",21844,4023
"query_1",TRUE,0.0154101538284743,146,349,11,0.0315186246418338,0.0753424657534247,"GO:0019684","GO:BP","photosynthesis, light reaction",21844,5600
"query_1",TRUE,0.0174128876993485,298,349,16,0.0458452722063037,0.0536912751677852,"GO:0006790","GO:BP","sulfur compound metabolic process",21844,2348
"query_1",TRUE,0.0178412994175181,366,349,18,0.0515759312320917,0.0491803278688525,"GO:0048580","GO:BP","regulation of post-embryonic development",21844,12002
"query_1",TRUE,0.0178535640773702,235,349,14,0.0401146131805158,0.0595744680851064,"GO:0070542","GO:BP","response to fatty acid",21844,15055
"query_1",TRUE,0.0185507397487388,38,349,6,0.0171919770773639,0.157894736842105,"GO:0009070","GO:BP","serine family amino acid biosynthetic process",21844,3101
"query_1",TRUE,0.0189767436333313,1085,349,36,0.103151862464183,0.0331797235023042,"GO:0033554","GO:BP","cellular response to stress",21844,7729
"query_1",TRUE,0.0224588923259357,921,349,32,0.0916905444126074,0.0347448425624321,"GO:0019752","GO:BP","carboxylic acid metabolic process",21844,5632
"query_1",TRUE,0.0278340507726478,1750,349,50,0.143266475644699,0.0285714285714286,"GO:0007165","GO:BP","signal transduction",21844,2595
"query_1",TRUE,0.0280697919944424,2896,349,73,0.209169054441261,0.025207182320442,"GO:0060255","GO:BP","regulation of macromolecule metabolic process",21844,13487
"query_1",TRUE,0.0344281999252267,132,349,10,0.0286532951289398,0.0757575757575758,"GO:0071482","GO:BP","cellular response to light stimulus",21844,15577
"query_1",TRUE,0.0397100277422557,27,349,5,0.0143266475644699,0.185185185185185,"GO:0046439","GO:BP","L-cysteine metabolic process",21844,11330
"query_1",TRUE,0.0401124938525939,162,349,11,0.0315186246418338,0.0679012345679012,"GO:0010118","GO:BP","stomatal movement",21844,3763
"query_1",TRUE,0.0418834829672585,1039,349,34,0.0974212034383954,0.0327237728585178,"GO:0043436","GO:BP","oxoacid metabolic process",21844,10020
"query_1",TRUE,0.0418834829672585,1039,349,34,0.0974212034383954,0.0327237728585178,"GO:0006082","GO:BP","organic acid metabolic process",21844,1846
"query_1",TRUE,0.0437611162196762,44,349,6,0.0171919770773639,0.136363636363636,"GO:0010218","GO:BP","response to far red light",21844,3829
"query_1",TRUE,0.0443336723681295,136,349,10,0.0286532951289398,0.0735294117647059,"GO:0071478","GO:BP","cellular response to radiation",21844,15573
"query_1",TRUE,0.0461904926774109,64,349,7,0.0200573065902579,0.109375,"GO:0015995","GO:BP","chlorophyll biosynthetic process",21844,4825
"query_1",TRUE,0.0495232588784826,1048,349,34,0.0974212034383954,0.0324427480916031,"GO:0048518","GO:BP","positive regulation of biological process",21844,11952
"query_1",TRUE,0.0495800211725732,470,349,20,0.0573065902578797,0.0425531914893617,"GO:0051239","GO:BP","regulation of multicellular organismal process",21844,12691
"query_1",TRUE,2.96928954835388e-08,43,361,11,0.0304709141274238,0.255813953488372,"GO:0009522","GO:CC","photosystem I",20029,583
"query_1",TRUE,1.55436181938845e-07,2351,361,83,0.229916897506925,0.0353041259038707,"GO:0009507","GO:CC","chloroplast",20029,569
"query_1",TRUE,3.41068685236096e-06,674,361,35,0.0969529085872576,0.0519287833827893,"GO:0042170","GO:CC","plastid membrane",20029,1741
"query_1",TRUE,2.72450701350087e-05,97,361,12,0.0332409972299169,0.123711340206186,"GO:0009521","GO:CC","photosystem",20029,582
"query_1",TRUE,2.84195230583593e-05,2856,361,88,0.243767313019391,0.030812324929972,"GO:0009536","GO:CC","plastid",20029,597
"query_1",TRUE,0.000133229549613891,517,361,27,0.074792243767313,0.0522243713733075,"GO:0009534","GO:CC","chloroplast thylakoid",20029,595
"query_1",TRUE,0.000134815247338055,424,361,24,0.0664819944598338,0.0566037735849057,"GO:0009535","GO:CC","chloroplast thylakoid membrane",20029,596
"query_1",TRUE,0.000143488362730982,519,361,27,0.074792243767313,0.0520231213872832,"GO:0031976","GO:CC","plastid thylakoid",20029,1194
"query_1",TRUE,0.00014653206203498,426,361,24,0.0664819944598338,0.0563380281690141,"GO:0055035","GO:CC","plastid thylakoid membrane",20029,2188
"query_1",TRUE,0.000208973338898608,78,361,10,0.0277008310249307,0.128205128205128,"GO:0009523","GO:CC","photosystem II",20029,584
"query_1",TRUE,0.000217469454067296,596,361,29,0.0803324099722992,0.0486577181208054,"GO:0009579","GO:CC","thylakoid",20029,621
"query_1",TRUE,0.000233519335176187,6,361,4,0.0110803324099723,0.666666666666667,"GO:0009517","GO:CC","PSII associated light-harvesting complex II",20029,579
"query_1",TRUE,0.000279852715221815,442,361,24,0.0664819944598338,0.0542986425339367,"GO:0042651","GO:CC","thylakoid membrane",20029,1788
"query_1",TRUE,0.000291073033829785,443,361,24,0.0664819944598338,0.054176072234763,"GO:0034357","GO:CC","photosynthetic membrane",20029,1435
"query_1",TRUE,0.000599394526280027,988,361,39,0.10803324099723,0.0394736842105263,"GO:0009526","GO:CC","plastid envelope",20029,587
"query_1",TRUE,0.00105893708952837,8,361,4,0.0110803324099723,0.5,"GO:0009503","GO:CC","thylakoid light-harvesting complex",20029,565
"query_1",TRUE,0.00105893708952837,8,361,4,0.0110803324099723,0.5,"GO:0030076","GO:CC","light-harvesting complex",20029,850
"query_1",TRUE,0.00113523115786207,546,361,26,0.07202216066482,0.0476190476190476,"GO:0019867","GO:CC","outer membrane",20029,801
"query_1",TRUE,0.00113523115786207,546,361,26,0.07202216066482,0.0476190476190476,"GO:0031968","GO:CC","organelle outer membrane",20029,1188
"query_1",TRUE,0.00147819105126871,17,361,5,0.0138504155124654,0.294117647058824,"GO:0098807","GO:CC","chloroplast thylakoid membrane protein complex",20029,3194
"query_1",TRUE,0.00377756859970901,692,361,29,0.0803324099722992,0.0419075144508671,"GO:0009941","GO:CC","chloroplast envelope",20029,640
"query_1",TRUE,9.79067791190229e-07,1577,370,58,0.156756756756757,0.0367786937222574,"GO:0003700","GO:MF","DNA-binding transcription factor activity",22878,326
"query_1",TRUE,1.40785244393866e-06,1677,370,60,0.162162162162162,0.035778175313059,"GO:0140110","GO:MF","transcription regulator activity",22878,9201
"query_1",TRUE,1.54177115161563e-05,34,370,8,0.0216216216216216,0.235294117647059,"GO:0016168","GO:MF","chlorophyll binding",22878,2640
"query_1",TRUE,7.81866349880544e-05,794,370,34,0.0918918918918919,0.0428211586901763,"GO:0000976","GO:MF","transcription cis-regulatory region binding",22878,113
"query_1",TRUE,7.81866349880544e-05,794,370,34,0.0918918918918919,0.0428211586901763,"GO:0001067","GO:MF","transcription regulatory region nucleic acid binding",22878,141
"query_1",TRUE,0.000104264710729699,804,370,34,0.0918918918918919,0.0422885572139304,"GO:1990837","GO:MF","sequence-specific double-stranded DNA binding",22878,10064
"query_1",TRUE,0.000412694847039036,894,370,35,0.0945945945945946,0.0391498881431767,"GO:0003690","GO:MF","double-stranded DNA binding",22878,320
"query_1",TRUE,0.000713099271415609,1038,370,38,0.102702702702703,0.0366088631984586,"GO:0043565","GO:MF","sequence-specific DNA binding",22878,5209
"query_1",TRUE,0.00118542868247282,3,370,3,0.00810810810810811,1,"GO:0033741","GO:MF","adenylyl-sulfate reductase (glutathione) activity",22878,4352
"query_1",TRUE,0.00118542868247282,3,370,3,0.00810810810810811,1,"GO:0009973","GO:MF","adenylyl-sulfate reductase activity",22878,2114
"query_1",TRUE,0.00118542868247282,3,370,3,0.00810810810810811,1,"GO:0004604","GO:MF","phosphoadenylyl-sulfate reductase (thioredoxin) activity",22878,885
"query_1",TRUE,0.00501835641225139,418,370,20,0.0540540540540541,0.0478468899521531,"GO:0046906","GO:MF","tetrapyrrole binding",22878,5634
"query_1",TRUE,0.00634488901013686,118,370,10,0.027027027027027,0.0847457627118644,"GO:0019900","GO:MF","kinase binding",22878,3455
"query_1",TRUE,0.00888725039558924,266,370,15,0.0405405405405405,0.056390977443609,"GO:0019899","GO:MF","enzyme binding",22878,3454
"query_1",TRUE,0.0285895424799181,1456,370,43,0.116216216216216,0.029532967032967,"GO:0016491","GO:MF","oxidoreductase activity",22878,2729
"query_1",TRUE,0.0427643653451301,32,370,5,0.0135135135135135,0.15625,"GO:0016846","GO:MF","carbon-sulfur lyase activity",22878,2938
"query_1",TRUE,2.9982746732214e-09,2362,122,82,0.672131147540984,0.0347163420829805,"KEGG:01100","KEGG","Metabolic pathways",6154,184
"query_1",TRUE,2.71471117807801e-06,1348,122,53,0.434426229508197,0.0393175074183976,"KEGG:01110","KEGG","Biosynthesis of secondary metabolites",6154,185
"query_1",TRUE,5.62310966961121e-06,22,122,7,0.0573770491803279,0.318181818181818,"KEGG:00196","KEGG","Photosynthesis - antenna proteins",6154,21
"query_1",TRUE,0.000752126586966438,43,122,7,0.0573770491803279,0.162790697674419,"KEGG:04712","KEGG","Circadian rhythm - plant",6154,360
"query_1",TRUE,0.00185446762793362,21,122,5,0.040983606557377,0.238095238095238,"KEGG:01320","KEGG","Sulfur cycle",6154,196
"query_1",TRUE,0.0154126521522884,32,122,5,0.040983606557377,0.15625,"KEGG:00906","KEGG","Carotenoid biosynthesis",6154,137
"query_1",TRUE,0.0246126488250778,146,122,10,0.0819672131147541,0.0684931506849315,"KEGG:04016","KEGG","MAPK signaling pathway - plant",6154,256
"query_1",TRUE,0.0443776523655917,40,122,5,0.040983606557377,0.125,"KEGG:00920","KEGG","Sulfur metabolism",6154,142
